Team,Home/Away,Opp,MP_G,FG_G,FGA_G,FG%_G,3P_G,3PA_G,3P%_G,FT_G,FTA_G,FT%_G,ORB_G,DRB_G,TRB_G,AST_G,STL_G,BLK_G,TOV_G,PF_G,PTS_G,GmSc,Plus/Minus_G,W/L_Margin,Season,Ttl_MP_Sn,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,ValORP,Avg_MP_Sn,FG_Sn,FGA_Sn,FG%_Sn,3P_Sn,3PA_Sn,3P%_Sn,2P_Sn,2PA_Sn,2P%_Sn,eFG%_Sn,FT_Sn,FTA_Sn,FT%_Sn,ORB_Sn,DRB_Sn,TRB_Sn,AST_Sn,STL_Sn,BLK_Sn,TOV_Sn,PF_Sn,PTS_Sn
DAL,Home,NOP,18,6,6,1.0,2,2,1.0,0,0,0.0,0,2,2,3,1,0,1,0,14,14.9,19,46,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,SAC,4,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1.4,-9,-4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,DET,15,3,6,0.5,1,3,0.333,0,0,0.0,0,1,1,4,0,0,1,2,7,5.3,-20,11,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,MIA,34,7,16,0.438,3,6,0.5,1,2,0.5,0,7,7,8,0,0,4,5,18,10.9,14,-4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,MIL,32,4,9,0.444,1,2,0.5,4,4,1.0,1,3,4,11,1,0,2,2,13,15.8,5,4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,BOS,31,4,13,0.308,2,6,0.333,0,0,0.0,1,6,7,11,0,0,3,0,10,9.7,-12,-6,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,PHI,24,5,9,0.556,0,2,0.0,1,1,1.0,0,3,3,7,1,1,2,1,11,11.8,19,19,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,TOR,34,8,14,0.571,2,5,0.4,3,3,1.0,1,3,4,9,1,0,2,4,21,19.7,-2,-3,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,SAS,13,2,4,0.5,2,4,0.5,0,0,0.0,0,1,1,3,0,0,4,0,6,2.4,4,4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,GSW,11,1,2,0.5,0,1,0.0,0,0,0.0,0,1,1,2,0,0,0,2,2,1.9,-8,20,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,LAL,6,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,0,-2.1,3,-13,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,OKC,23,3,9,0.333,1,3,0.333,0,0,0.0,1,1,2,1,0,0,1,3,7,1.4,-7,-5,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,BRK,10,2,4,0.5,0,1,0.0,0,0,0.0,0,1,1,1,0,0,1,0,4,2.0,12,12,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,CHO,14,1,5,0.2,0,2,0.0,0,0,0.0,0,1,1,2,0,0,0,1,2,0.2,3,-3,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,CHI,14,2,4,0.5,1,2,0.5,0,0,0.0,1,2,3,2,1,1,0,0,5,7.4,-2,8,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,DEN,14,0,3,0.0,0,1,0.0,0,0,0.0,0,1,1,4,0,0,0,0,0,1.0,-5,-1,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,LAL,14,2,7,0.286,0,2,0.0,2,2,1.0,0,1,1,4,0,0,0,0,6,5.0,-4,-15,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,PHI,9,0,2,0.0,0,2,0.0,2,2,1.0,0,1,1,1,0,1,0,6,2,-0.1,-1,18,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,GSW,13,3,3,1.0,0,0,0.0,0,0,0.0,0,4,4,5,0,0,0,2,6,9.0,19,27,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,SAC,10,1,5,0.2,0,1,0.0,0,0,0.0,0,0,0,0,1,0,0,0,2,-0.1,-5,4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,POR,19,5,10,0.5,1,1,1.0,2,2,1.0,0,2,2,1,1,0,3,1,13,6.9,3,8,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,LAC,14,2,3,0.667,0,1,0.0,2,2,1.0,0,3,3,3,2,0,1,2,6,7.9,7,-3,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,POR,16,6,10,0.6,4,5,0.8,1,2,0.5,1,2,3,1,0,0,0,0,17,14.0,2,8,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,UTA,13,1,4,0.25,0,0,0.0,0,0,0.0,0,2,2,2,1,0,0,1,2,2.2,-4,-5,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,OKC,16,4,9,0.444,1,2,0.5,0,0,0.0,0,1,1,4,0,0,2,3,9,4.2,12,10,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,PHO,25,5,7,0.714,0,0,0.0,5,6,0.833,0,2,2,1,1,0,3,1,15,10.6,-2,-29,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,HOU,20,3,8,0.375,0,1,0.0,1,1,1.0,1,2,3,3,0,1,1,0,7,5.7,9,-7,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,ATL,27,12,22,0.545,2,4,0.5,1,1,1.0,1,3,4,8,0,0,1,1,27,22.2,4,23,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,IND,30,3,8,0.375,0,1,0.0,3,4,0.75,0,4,4,3,0,0,4,1,9,3.1,8,9,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,MEM,32,6,14,0.429,3,7,0.429,5,5,1.0,0,2,2,6,0,0,2,1,20,15.0,12,-14,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,WAS,31,6,10,0.6,1,2,0.5,2,2,1.0,0,4,4,4,0,0,2,1,15,12.0,6,-1,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,CHO,27,4,11,0.364,3,4,0.75,2,2,1.0,0,4,4,4,0,0,3,3,13,6.7,8,16,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,UTA,25,3,7,0.429,0,2,0.0,2,2,1.0,1,1,2,6,0,0,0,1,8,9.1,-14,-4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,SAC,14,2,4,0.5,1,2,0.5,0,0,0.0,0,0,0,2,0,0,2,1,5,2.0,-5,19,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,ORL,19,2,5,0.4,0,1,0.0,0,0,0.0,0,1,1,5,1,0,1,2,4,4.3,8,16,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,ATL,0,1,1,1.0,0,0,0.0,0,1,0.0,0,0,0,0,0,0,0,1,2,0.9,2,-4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,MIN,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,16,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,SAS,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,6,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,MIA,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,-8,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,MIN,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,20,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,CHI,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,-2,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,NOP,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,4,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,MEM,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,25,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,IND,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,-3,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,SAS,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,-10,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Home,DEN,98,98,98,98.0,98,98,98.0,98,98,98.0,98,98,98,98,98,98,98,98,98,98.0,98,16,2019-20,1022.0,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,17.9,3.2,6.8,0.466,0.8,2.1,0.358,2.4,4.7,0.515,0.522,1.1,1.3,0.813,0.4,2.0,2.4,3.3,0.4,0.1,1.2,1.3,8.2
DAL,Away,PHO,18,5,8,0.625,0,2,0.0,2,2,1.0,0,2,2,4,0,0,3,2,12,8.0,3,-4,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Away,LAL,13,2,5,0.4,0,1,0.0,0,0,0.0,0,2,2,1,0,0,3,2,4,-1.2,-9,-23,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Away,LAC,13,4,6,0.667,1,3,0.333,2,2,1.0,0,2,2,3,0,0,0,0,11,11.1,20,51,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Home,CHO,20,5,13,0.385,2,5,0.4,4,6,0.667,0,4,4,4,1,0,1,0,16,12.1,4,-19,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Home,MIA,12,1,5,0.2,0,0,0.0,0,0,0.0,0,3,3,2,2,0,1,1,2,1.8,-2,10,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Away,CHI,37,11,17,0.647,3,7,0.429,6,6,1.0,0,5,5,7,1,0,4,0,31,26.9,4,-10,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Away,HOU,18,2,6,0.333,0,1,0.0,2,2,1.0,0,0,0,4,0,0,0,1,6,5.0,-4,13,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
DAL,Away,DEN,18,2,5,0.4,1,3,0.333,2,2,1.0,0,2,2,3,0,0,2,3,7,3.8,8,7,2020-21,1697.0,17.1,0.618,0.319,0.241,1.8,13.1,7.5,21.3,1.0,0.1,10.3,20.2,3.9,1.1,5.1,0.143,1.5,-0.6,0.9,1.2,25.0,4.8,9.2,0.523,1.2,2.9,0.405,3.6,6.3,0.578,0.588,1.8,2.2,0.795,0.4,3.0,3.4,3.5,0.5,0.0,1.2,1.6,12.6
